t,x,u,y,v
7.735555837233568e+01,-1.166762297044248e+00,2.643670721648000e-01,2.865095761368815e-01,4.349084901265108e-01
7.736191722039409e+01,-1.165073500025213e+00,2.667943162062659e-01,2.892667617548932e-01,4.322836984863688e-01
7.736826860123909e+01,-1.163371337321520e+00,2.692002816469246e-01,2.920039650448950e-01,4.296357875927078e-01
7.737460073188058e+01,-1.161659180398059e+00,2.715804534535657e-01,2.947160483735186e-01,4.269699357352343e-01
7.738092542668299e+01,-1.159934047820169e+00,2.739392237883655e-01,2.974080144835015e-01,4.242814340147563e-01
7.738723095216378e+01,-1.158199351995548e+00,2.762721708783236e-01,3.000748141915111e-01,4.215755334946592e-01
7.739350578915388e+01,-1.156458554144943e+00,2.785750939077560e-01,3.027116177165043e-01,4.188575801684399e-01
7.739977325758501e+01,-1.154705434190969e+00,2.808565636328128e-01,3.053282216739508e-01,4.161178024764350e-01
7.740602173014015e+01,-1.152943452355881e+00,2.831123106708291e-01,3.079197239917081e-01,4.133615409914260e-01
7.741226286509615e+01,-1.151169528385724e+00,2.853465095786717e-01,3.104909141333941e-01,4.105839099094863e-01
7.741849667106958e+01,-1.149383827339283e+00,2.875590789489340e-01,3.130417035879521e-01,4.077850924717790e-01
7.742471158319351e+01,-1.147589867636067e+00,2.897458850639164e-01,3.155673184905474e-01,4.049705353467326e-01
7.743090765873275e+01,-1.145787875228007e+00,2.919069750987540e-01,3.180677913991058e-01,4.021405328143762e-01
7.743709645820280e+01,-1.143974691473059e+00,2.940463575704524e-01,3.205477502411343e-01,3.992900560718352e-01
7.744326650023220e+01,-1.142153882425642e+00,2.961600425273195e-01,3.230025588872315e-01,3.964246429495010e-01
7.744942929676364e+01,-1.140322252390207e+00,2.982519551647318e-01,3.254367640741207e-01,3.935391957987758e-01
7.745557341466591e+01,-1.138483399674799e+00,3.003181986640912e-01,3.278458185107261e-01,3.906393145308446e-01
7.746171031751300e+01,-1.136634092924579e+00,3.023626147278931e-01,3.302341874814034e-01,3.877198343665861e-01
7.746782862021129e+01,-1.134777961226844e+00,3.043813996174387e-01,3.325974125933263e-01,3.847864155171204e-01
7.747393973816928e+01,-1.132911738948675e+00,3.063783114078698e-01,3.349398774453891e-01,3.818338277684732e-01
7.748003233412909e+01,-1.131039084500206e+00,3.083496393527975e-01,3.372572125765754e-01,3.788677898756469e-01
7.748611777553609e+01,-1.129156699338263e+00,3.102990578015968e-01,3.395537196950491e-01,3.758830078656318e-01
7.749219607079188e+01,-1.127264742234888e+00,3.122265132183292e-01,3.418293311147202e-01,3.728796544201270e-01
7.749825594353081e+01,-1.125366916648076e+00,3.141284307057680e-01,3.440798067285934e-01,3.698635386229724e-01
7.750429744958910e+01,-1.123463429590526e+00,3.160048861117572e-01,3.463052017080490e-01,3.668349291804656e-01
7.751033186108961e+01,-1.121550920707131e+00,3.178593861145811e-01,3.485096534107877e-01,3.637884094722938e-01
7.751635918636347e+01,-1.119629546279944e+00,3.196918858676843e-01,3.506931005133575e-01,3.607241482767614e-01
7.752236824360381e+01,-1.117703059978733e+00,3.214989957897864e-01,3.528514809101602e-01,3.576480617019231e-01
7.752835908817863e+01,-1.115771662295263e+00,3.232808002837202e-01,3.549848564274583e-01,3.545604098081798e-01
7.753435414552924e+01,-1.113828280344663e+00,3.250439275944410e-01,3.571011526514810e-01,3.514498043102814e-01
7.754033103264616e+01,-1.111880326129779e+00,3.267817554209556e-01,3.591924094258139e-01,3.483280275503955e-01
7.754630090108751e+01,-1.109924350552875e+00,3.284975449406768e-01,3.612625237064903e-01,3.451894810276565e-01
7.755226375909531e+01,-1.107960506648814e+00,3.301912634741758e-01,3.633114427568297e-01,3.420343281658467e-01
7.755820854446142e+01,-1.105992620989889e+00,3.318597918137145e-01,3.653353636889166e-01,3.388686455441300e-01
7.756413531196166e+01,-1.104020885127879e+00,3.335032264566005e-01,3.673343575421590e-01,3.356926813668824e-01
7.757005511964192e+01,-1.102041800957011e+00,3.351246608971213e-01,3.693121554836315e-01,3.325007298281845e-01
7.757596797567514e+01,-1.100055518612374e+00,3.367240704796751e-01,3.712687104773162e-01,3.292929500532735e-01
7.758186291061611e+01,-1.098065901598652e+00,3.382985192157761e-01,3.732003971787223e-01,3.260755100039462e-01
7.758773997878131e+01,-1.096073134768224e+00,3.398481110419141e-01,3.751072922903120e-01,3.228486491654441e-01
7.759361014548861e+01,-1.094073676033591e+00,3.413757724233860e-01,3.769929611563879e-01,3.196065604883205e-01
7.759947341884239e+01,-1.092067672494028e+00,3.428814864486484e-01,3.788573621682757e-01,3.163493986763738e-01
7.760532980693756e+01,-1.090055270855327e+00,3.443652379879724e-01,3.807004548524329e-01,3.130773176863541e-01
7.761116844508740e+01,-1.088040377503698e+00,3.458243154254718e-01,3.825188315467051e-01,3.097965973355210e-01
7.761701118898110e+01,-1.086015598371348e+00,3.472641664591657e-01,3.843192578285339e-01,3.064951132536923e-01
7.762283622428326e+01,-1.083988640606023e+00,3.486794030697616e-01,3.860949717725572e-01,3.031853469505765e-01
7.762864360466631e+01,-1.081959678622532e+00,3.500701415475780e-01,3.878460591983195e-01,2.998675243009948e-01
7.763444416542600e+01,-1.079925095561846e+00,3.514390252840877e-01,3.895758042933737e-01,2.965356587962455e-01
7.764022714544572e+01,-1.077888833241223e+00,3.527835650863609e-01,3.912810164031820e-01,2.931961336213808e-01
7.764600333449550e+01,-1.075847258691812e+00,3.541063217754752e-01,3.929648967486123e-01,2.898429185486750e-01
7.765177274055002e+01,-1.073800512876265e+00,3.554072946930907e-01,3.946274145154222e-01,2.864761590300542e-01
7.765752466029038e+01,-1.071752556842470e+00,3.566841260083845e-01,3.962655075637844e-01,2.831022985913494e-01
7.766326982553498e+01,-1.069699732452125e+00,3.579392555379994e-01,3.978822556312053e-01,2.797152385346521e-01
7.766900824421565e+01,-1.067642178484914e+00,3.591726878150643e-01,3.994776312532262e-01,2.763151210997788e-01
7.767473992425489e+01,-1.065580033224293e+00,3.603844290448261e-01,4.010516079606309e-01,2.729020876748715e-01
7.768045423232260e+01,-1.063517282039578e+00,3.615722939037658e-01,4.026012926736170e-01,2.694826620128961e-01
7.768616183006205e+01,-1.061450234917193e+00,3.627385631216886e-01,4.041296049170645e-01,2.660506547634024e-01
7.769185212882024e+01,-1.059382883763921e+00,3.638811390613951e-01,4.056337386678582e-01,2.626126216145441e-01
7.769753574544438e+01,-1.057311527419103e+00,3.650022212445356e-01,4.071165307687475e-01,2.591623352293748e-01
7.770321268778130e+01,-1.055236300118363e+00,3.661018242691563e-01,4.085779600931564e-01,2.556999312635194e-01
7.770888296366864e+01,-1.053157335556969e+00,3.671799643545675e-01,4.100180064414625e-01,2.522255444779336e-01
7.771453605369240e+01,-1.051078643388471e+00,3.682347139476598e-01,4.114340319586670e-01,2.487458034846989e-01
7.772018779718034e+01,-1.048994542776499e+00,3.692690743052796e-01,4.128300113093351e-01,2.452511178828304e-01
7.772582764275067e+01,-1.046909058834204e+00,3.702811338523194e-01,4.142033189604383e-01,2.417481481660567e-01
7.773145561545059e+01,-1.044822331900322e+00,3.712709746531706e-01,4.155539980186450e-01,2.382370576655259e-01
7.773707174027459e+01,-1.042734501000233e+00,3.722386801929879e-01,4.168820925193539e-01,2.347180080314664e-01
7.774268127006718e+01,-1.040643752871808e+00,3.731852081543807e-01,4.181888560453872e-01,2.311878621911591e-01
7.774827899080944e+01,-1.038552169341070e+00,3.741097328545310e-01,4.194730863220607e-01,2.276500543776267e-01
7.775386492736149e+01,-1.036459885855502e+00,3.750123420527509e-01,4.207348300708632e-01,2.241047415913856e-01
7.775944430433232e+01,-1.034365081973183e+00,3.758939371839394e-01,4.219752816944160e-01,2.205487582169005e-01
7.776501712942485e+01,-1.032267883517937e+00,3.767545502902256e-01,4.231944303389032e-01,2.169822278001615e-01
7.777057822273692e+01,-1.030170374505742e+00,3.775934417054032e-01,4.243911588907866e-01,2.134086133084537e-01
7.777612760896598e+01,-1.028072685822186e+00,3.784107047767811e-01,4.255655174510559e-01,2.098280657895147e-01
7.778167047853496e+01,-1.025972988131480e+00,3.792071671821490e-01,4.267186223079009e-01,2.062373815674545e-01
7.778720167938515e+01,-1.023873364699911e+00,3.799821533450043e-01,4.278494204125785e-01,2.026400420496339e-01
7.779272638493039e+01,-1.021771982438805e+00,3.807364543715578e-01,4.289589890431397e-01,1.990328252876017e-01
7.779823434581668e+01,-1.019672875131675e+00,3.814687660167981e-01,4.300453179065045e-01,1.954225840732650e-01
7.780373071147311e+01,-1.017574219997289e+00,3.821798969842121e-01,4.311094994942510e-01,1.918061217872259e-01
7.780922576792463e+01,-1.015472211459326e+00,3.828712209889925e-01,4.321535195396283e-01,1.881767895897887e-01
7.781470416957971e+01,-1.013372845874211e+00,3.835408790386190e-01,4.331744851723748e-01,1.845448596929568e-01
7.782017613793211e+01,-1.011272336827188e+00,3.841902212045528e-01,4.341743528071816e-01,1.809037104941358e-01
7.782563658682528e+01,-1.009172760961636e+00,3.848187186182858e-01,4.351522176148756e-01,1.772568608210814e-01
7.783109062349774e+01,-1.007072277831552e+00,3.854270352632079e-01,4.361090195327825e-01,1.736010329203497e-01
7.783653317846033e+01,-1.004972962066957e+00,3.860146831998261e-01,4.370438952877697e-01,1.699397566851199e-01
7.784196934221509e+01,-1.002872971468693e+00,3.865822909839493e-01,4.379577461127641e-01,1.662697382870520e-01
7.784739406188562e+01,-1.000774378208056e+00,3.871294112744961e-01,4.388497501366918e-01,1.625945182281017e-01
7.785280736156373e+01,-9.986772963135513e-01,3.876561550680528e-01,4.397199674856053e-01,1.589142261223530e-01
7.785821430438860e+01,-9.965798825012343e-01,3.881630979858127e-01,4.405692410889586e-01,1.552255463320755e-01
7.786360986464445e+01,-9.944842033685650e-01,3.886498530729401e-01,4.413968112347038e-01,1.515320326849669e-01
7.786899406629360e+01,-9.923903692949992e-01,3.891165347829267e-01,4.422027398490923e-01,1.478338102394993e-01
7.787436693324791e+01,-9.902984893415964e-01,3.895632586294148e-01,4.429870894154986e-01,1.441310024418412e-01
7.787972848936894e+01,-9.882086712535161e-01,3.899901411721673e-01,4.437499229602489e-01,1.404237311323423e-01
7.788508374939933e+01,-9.861190730155628e-01,3.903976710361755e-01,4.444919863507389e-01,1.367086485721740e-01
7.789043272073258e+01,-9.840298003372961e-01,3.907859131006555e-01,4.452132857919661e-01,1.329858511454876e-01
7.789576548003426e+01,-9.819448426544676e-01,3.911542651368983e-01,4.459125444300280e-01,1.292623791908413e-01
7.790109197706147e+01,-9.798604221617597e-01,3.915035336753738e-01,4.465911288811247e-01,1.255314179856982e-01
7.790641221916803e+01,-9.777766418189988e-01,3.918337875626506e-01,4.472490471391679e-01,1.217930603382879e-01
7.791171879534372e+01,-9.756965129250187e-01,3.921446753791575e-01,4.478854320077479e-01,1.180526350968874e-01
7.791701420023989e+01,-9.736191673593098e-01,3.924364789425588e-01,4.485006602929538e-01,1.143085201100354e-01
7.792230091860343e+01,-9.715437365900640e-01,3.927094461281975e-01,4.490950711579709e-01,1.105590770771162e-01
7.792757896468363e+01,-9.694703190810281e-01,3.929636769653718e-01,4.496687033849423e-01,1.068044050601840e-01
7.793284835270644e+01,-9.673990122748901e-01,3.931992726671499e-01,4.502215962491146e-01,1.030446018403626e-01
7.793810664773738e+01,-9.653308761225762e-01,3.934162387870562e-01,4.507535463567066e-01,9.928151923518311e-02
7.794335387312914e+01,-9.632660038693992e-01,3.936147044587398e-01,4.512646224999127e-01,9.551526137192765e-02
7.794859249102147e+01,-9.612035270693110e-01,3.937948794217671e-01,4.517551176021330e-01,9.174417267047286e-02
7.795382251553404e+01,-9.591435388047789e-01,3.939568693481523e-01,4.522250727868745e-01,8.796834558743492e-02
7.795904396076335e+01,-9.570861311352106e-01,3.941007810588244e-01,4.526745296186132e-01,8.418787131556957e-02
7.796425199383806e+01,-9.550333058910261e-01,3.942266136412113e-01,4.531031403763553e-01,8.040636409426857e-02
7.796945391110468e+01,-9.529822829922201e-01,3.943346643613225e-01,4.535115605072045e-01,7.661863234394820e-02
7.797464487741726e+01,-9.509350631417762e-01,3.944249424969735e-01,4.538994520500638e-01,7.282829415498528e-02
7.797982491582951e+01,-9.488917311287225e-01,3.944975838034878e-01,4.542668863702756e-01,6.903544360497570e-02
7.798499645695522e+01,-9.468514205427035e-01,3.945527465176363e-01,4.546140922047571e-01,6.523840317311555e-02
7.799015711107404e+01,-9.448151653818276e-01,3.945905302968540e-01,4.549409658367752e-01,6.143902825428468e-02
7.799530809956690e+01,-9.427825738292518e-01,3.946110762929129e-01,4.552476486186826e-01,5.763652273945897e-02
7.800044944053698e+01,-9.407537276032201e-01,3.946145117647081e-01,4.555341991595823e-01,5.383097142003652e-02
7.800558115205359e+01,-9.387287072821406e-01,3.946009649219621e-01,4.558006763813138e-01,5.002245775936845e-02
7.801070325215217e+01,-9.367075923064816e-01,3.945705649182739e-01,4.560471395086196e-01,4.621106389980637e-02
7.801581456932594e+01,-9.346909302696864e-01,3.945234547552357e-01,4.562735976274615e-01,4.239775925628360e-02
7.802091631327917e+01,-9.326783280229028e-01,3.944597602710466e-01,4.564801701367007e-01,3.858173768100189e-02
7.802600850194199e+01,-9.306698615481218e-01,3.943796133399099e-01,4.566669170956806e-01,3.476307734934834e-02
7.803108997064886e+01,-9.286660719626399e-01,3.942831711076353e-01,4.568338622369305e-01,3.094274534229739e-02
7.803616133179753e+01,-9.266667982449385e-01,3.941705645350797e-01,4.569810958255814e-01,2.712037531226154e-02
7.804122319456113e+01,-9.246718796984236e-01,3.940419178507371e-01,4.571086992180682e-01,2.329559749599808e-02
7.804627498876474e+01,-9.226816193194577e-01,3.938973842059153e-01,4.572167220033951e-01,1.946893081432087e-02
7.805131732123111e+01,-9.206958551677463e-01,3.937370858198061e-01,4.573052414120343e-01,1.564000243406180e-02
7.805634903869763e+01,-9.187151172339981e-01,3.935612026030865e-01,4.573743050889699e-01,1.180977528049642e-02
7.806137103974687e+01,-9.167391263517046e-01,3.933698486521029e-01,4.574239952083341e-01,7.977652070794832e-03
7.806638276001046e+01,-9.147681780289251e-01,3.931631904230298e-01,4.574543745872025e-01,4.144148094889055e-03
7.807138451145258e+01,-9.128022217621901e-01,3.929413622168022e-01,4.574655154381176e-01,3.091089142817798e-04
7.807637616871996e+01,-9.108413778661295e-01,3.927045168942072e-01,4.574574871918341e-01,-3.527286832209307e-03
7.808135789707323e+01,-9.088856512919751e-01,3.924527947376236e-01,4.574303595143066e-01,-7.365084874806825e-03
7.808632942708506e+01,-9.069352164506196e-01,3.921863589582177e-01,4.573842048473816e-01,-1.120399721546301e-02
7.809129049114870e+01,-9.049902455570735e-01,3.919053769295096e-01,4.573191001773013e-01,-1.504373644873666e-02
7.809624168715121e+01,-9.030505703722820e-01,3.916099672677184e-01,4.572351106834990e-01,-1.888468656666331e-02
7.810118303472117e+01,-9.011162484472582e-01,3.913002794404834e-01,4.571323059184296e-01,-2.272678679439151e-02
7.810611397988231e+01,-8.991875604538520e-01,3.909765021727345e-01,4.570107707804503e-01,-2.656953005463828e-02
7.811103454453354e+01,-8.972645601885904e-01,3.906387913401332e-01,4.568705815696325e-01,-3.041285675260209e-02
7.811594475052765e+01,-8.953473002844414e-01,3.902873034552822e-01,4.567118146438157e-01,-3.425670849928689e-02
7.812084461967144e+01,-8.934358322159031e-01,3.899221956618086e-01,4.565345464109155e-01,-3.810102809896523e-02
7.812573531162543e+01,-8.915297630426279e-01,3.895435359784989e-01,4.563388055907939e-01,-4.194665527183164e-02
7.813061570780961e+01,-8.896295870231480e-01,3.891515661857295e-01,4.561247077575764e-01,-4.579264147932705e-02
7.813548582989839e+01,-8.877353522273005e-01,3.887464453778414e-01,4.558923294509482e-01,-4.963893299641427e-02
7.814034569952055e+01,-8.858471055861066e-01,3.883283332589782e-01,4.556417472314094e-01,-5.348547724093210e-02
7.814519421122257e+01,-8.839653300716384e-01,3.878974918726351e-01,4.553731022882619e-01,-5.733132783019016e-02
7.815003251595165e+01,-8.820896312590780e-01,3.874539864700809e-01,4.550864151126752e-01,-6.117732741228720e-02
7.815486063519528e+01,-8.802200526570628e-01,3.869979784601065e-01,4.547817622592119e-01,-6.502342678433415e-02
7.815967859039569e+01,-8.783566366571344e-01,3.865296298403654e-01,4.544592202757649e-01,-6.886957783223019e-02
7.816448640294999e+01,-8.764994245389787e-01,3.860491031927181e-01,4.541188656970552e-01,-7.271573351707755e-02
7.816928409421025e+01,-8.746484564756780e-01,3.855565616787060e-01,4.537607750382572e-01,-7.656184786147854e-02
7.817406946179879e+01,-8.728046277738870e-01,3.850524062849335e-01,4.533852035885350e-01,-8.040608772142477e-02
7.817884475534390e+01,-8.709671160796122e-01,3.845365753698278e-01,4.529920657113180e-01,-8.425019378577414e-02
7.818361221554217e+01,-8.691351059081311e-01,3.840089850762886e-01,4.525812422459596e-01,-8.809591544403969e-02
7.818836963939522e+01,-8.673094894824658e-01,3.834700381398604e-01,4.521529884031193e-01,-9.194142222084888e-02
7.819311484301012e+01,-8.654911458694832e-01,3.829201589215111e-01,4.517075917187131e-01,-9.578488542156285e-02
7.819785005713385e+01,-8.636792601185245e-01,3.823592663335497e-01,4.512449337441772e-01,-9.962804948036993e-02
7.820257310806882e+01,-8.618747026648660e-01,3.817877956066632e-01,4.507653177236730e-01,-1.034690888347454e-01
7.820728621614791e+01,-8.600766627245486e-01,3.812056562858347e-01,4.502686090249599e-01,-1.073097488038533e-01
7.821198940230259e+01,-8.582851706360863e-01,3.806130161584004e-01,4.497548836113900e-01,-1.111499924147148e-01
7.821668268742026e+01,-8.565002556878374e-01,3.800100435489190e-01,4.492242173696664e-01,-1.149897836092788e-01
7.822136609234435e+01,-8.547219461233247e-01,3.793969073159135e-01,4.486766861048658e-01,-1.188290872294473e-01
7.822603963787442e+01,-8.529502691465584e-01,3.787737768487128e-01,4.481123655355823e-01,-1.226678690019766e-01
7.823070117862183e+01,-8.511860700353061e-01,3.781411186182304e-01,4.475316053177288e-01,-1.265043110435724e-01
7.823535290600316e+01,-8.494285503178365e-01,3.774988160430402e-01,4.469342229818182e-01,-1.303401620837043e-01
7.823999484067728e+01,-8.476777340625086e-01,3.768470398771516e-01,4.463202939038272e-01,-1.341753904494330e-01
7.824462270625536e+01,-8.459352607951678e-01,3.761865795463274e-01,4.456904863766675e-01,-1.380064047292652e-01
7.824924082935952e+01,-8.441995269285306e-01,3.755170067925331e-01,4.450443141907566e-01,-1.418367292319831e-01
7.825384923049941e+01,-8.424705534075845e-01,3.748384934880074e-01,4.443818522845412e-01,-1.456663347718461e-01
7.825844366417900e+01,-8.407499562965453e-01,3.741518542496800e-01,4.437038132123789e-01,-1.494916377259854e-01
7.826303270260200e+01,-8.390345519348664e-01,3.734559837208846e-01,4.430090094936655e-01,-1.533197306668476e-01
7.826761208028913e+01,-8.373259647996342e-01,3.727516910774410e-01,4.422981400013742e-01,-1.571470216945574e-01
7.827217757848223e+01,-8.356257889910484e-01,3.720398156539355e-01,4.415719615564044e-01,-1.609699316654455e-01
7.827673346549579e+01,-8.339324539911038e-01,3.713198826176703e-01,4.408298970469763e-01,-1.647919821598622e-01
7.828127976156304e+01,-8.322459747684735e-01,3.705920664008359e-01,4.400720205411952e-01,-1.686131484371505e-01
7.828581227840232e+01,-8.305679218621993e-01,3.698572284698577e-01,4.392991316418326e-01,-1.724298592789187e-01
7.829033525349362e+01,-8.288967422681022e-01,3.691148729672605e-01,4.385106090325004e-01,-1.762456326969443e-01
7.829484452003979e+01,-8.272339903222574e-01,3.683658748763675e-01,4.377072801292455e-01,-1.800569038979239e-01
7.829934849134139e+01,-8.255765821737169e-01,3.676090158147356e-01,4.368877229301623e-01,-1.838707448847097e-01
7.830383881169584e+01,-8.239276101122925e-01,3.668458792657706e-01,4.360535345220664e-01,-1.876800419356978e-01
7.830831967913336e+01,-8.222855442354418e-01,3.660759435875782e-01,4.352040355722439e-01,-1.914883088085691e-01
7.831278696564853e+01,-8.206519080090677e-01,3.653001098214577e-01,4.343401089524216e-01,-1.952919902244989e-01
7.831724484773707e+01,-8.190251838470322e-01,3.645178445210057e-01,4.334610470769401e-01,-1.990945959567515e-01
7.832169334519696e+01,-8.174053781034576e-01,3.637293250570708e-01,4.325669223273120e-01,-2.028961068225521e-01
7.832612835984365e+01,-8.157939907725578e-01,3.629354699033483e-01,4.316586580779365e-01,-2.066929755376397e-01
7.833055403800169e+01,-8.141895221290038e-01,3.621357290607375e-01,4.307355046747690e-01,-2.104887072192463e-01
7.833496630250886e+01,-8.125934560895699e-01,3.613310313616216e-01,4.297984117645551e-01,-2.142797610156590e-01
7.833937338568123e+01,-8.110028245707951e-01,3.605200575603890e-01,4.288457065899574e-01,-2.180731761918893e-01
7.834376711156169e+01,-8.094205873925416e-01,3.597044945551170e-01,4.278792320483610e-01,-2.218618817346140e-01
7.834815158787363e+01,-8.078452682908593e-01,3.588837725368910e-01,4.268981832626991e-01,-2.256493771186298e-01
7.835252277541210e+01,-8.062783205732522e-01,3.580588401308158e-01,4.259035624065930e-01,-2.294321309898625e-01
7.835688476082925e+01,-8.047182804067318e-01,3.572291187358643e-01,4.248945377982249e-01,-2.332136381716262e-01
7.836123756349716e+01,-8.031651461064603e-01,3.563947883632878e-01,4.238711799500526e-01,-2.369938835300592e-01
7.836557717339026e+01,-8.016203478018881e-01,3.555568103461279e-01,4.228345293476586e-01,-2.407693436355276e-01
7.836990363049412e+01,-8.000838645928259e-01,3.547153780532999e-01,4.217846967046953e-01,-2.445400035103392e-01
7.837422097964212e+01,-7.985542575102627e-01,3.538698973241017e-01,4.207207977224707e-01,-2.483093482561092e-01
7.837852924000812e+01,-7.970315214652177e-01,3.530205489290997e-01,4.196429019736150e-01,-2.520773640600307e-01
7.838282444260119e+01,-7.955170550351420e-01,3.521683078586378e-01,4.185520991778654e-01,-2.558405401840076e-01
7.838710662699772e+01,-7.940108340556837e-01,3.513133661577275e-01,4.174484982297533e-01,-2.595988630080465e-01
7.839137583265418e+01,-7.925128335780939e-01,3.504559152763496e-01,4.163322074768607e-01,-2.633523192229553e-01
7.839564002497025e+01,-7.910202569671596e-01,3.495945405086439e-01,4.152012176345260e-01,-2.671078825054152e-01
7.839989920983312e+01,-7.895331098991799e-01,3.487294127859349e-01,4.140555558026557e-01,-2.708655469689621e-01
7.840414548566449e+01,-7.880541479808684e-01,3.478623232850818e-01,4.128974206336574e-01,-2.746183123607875e-01
7.840837889158993e+01,-7.865833431577645e-01,3.469934630574855e-01,4.117269190280565e-01,-2.783661662279637e-01
7.841259946661646e+01,-7.851206666412880e-01,3.461230225352798e-01,4.105441573421315e-01,-2.821090963250282e-01
7.841681508540968e+01,-7.836633836160952e-01,3.452495643407810e-01,4.093470015279644e-01,-2.858540575008943e-01
7.842101018712175e+01,-7.822168565401643e-01,3.443765100007237e-01,4.081399864973485e-01,-2.895871800274668e-01
7.842519257402995e+01,-7.807783673313082e-01,3.435024431387829e-01,4.069210267703028e-01,-2.933153430931555e-01
7.842937004954926e+01,-7.793452239294231e-01,3.426259192994786e-01,4.056879200491169e-01,-2.970454743412244e-01
7.843353486368740e+01,-7.779200761627373e-01,3.417487511056098e-01,4.044430257709353e-01,-3.007706254648529e-01
7.843769478707240e+01,-7.765002553193262e-01,3.408694890691131e-01,4.031840929921136e-01,-3.044977185347816e-01
7.844184210227445e+01,-7.750883849793975e-01,3.399899516384420e-01,4.019135288044667e-01,-3.082198108870283e-01
7.844597684750727e+01,-7.736844307431479e-01,3.391103261511794e-01,4.006314359797861e-01,-3.119368910198635e-01
7.845009906086881e+01,-7.722883575731141e-01,3.382307992764867e-01,3.993379167583548e-01,-3.156489474540761e-01
7.845421643350343e+01,-7.708975480059783e-01,3.373499175643823e-01,3.980306287417007e-01,-3.193628777621926e-01
7.845832132692084e+01,-7.695145688315859e-01,3.364695028840138e-01,3.967120680001404e-01,-3.230717635515260e-01
7.846241377894391e+01,-7.681393830691103e-01,3.355897408932966e-01,3.953823355431433e-01,-3.267755932032170e-01
7.846650142518889e+01,-7.667694100450473e-01,3.347091782226088e-01,3.940390209163713e-01,-3.304812486548549e-01
7.847057668231346e+01,-7.654071757323379e-01,3.338296366512915e-01,3.926846865384911e-01,-3.341818265177122e-01
7.847463958786740e+01,-7.640526412820616e-01,3.329513007764906e-01,3.913194322022339e-01,-3.378773148500552e-01
7.847869017928672e+01,-7.627057672771196e-01,3.320743544851808e-01,3.899433571826468e-01,-3.415677015920210e-01
7.848272849389393e+01,-7.613665137433985e-01,3.311989809475309e-01,3.885565602397258e-01,-3.452529745462168e-01
7.848675456889846e+01,-7.600348401608533e-01,3.303253626101914e-01,3.871591396211108e-01,-3.489331213584804e-01
7.849077591607163e+01,-7.587082429214825e-01,3.294520573871437e-01,3.857485574081812e-01,-3.526149787447905e-01
7.849478507506817e+01,-7.573891634548033e-01,3.285808733719133e-01,3.843274996472221e-01,-3.562916863090737e-01
7.849878208282885e+01,-7.560775595355742e-01,3.277119918334701e-01,3.828960634059490e-01,-3.599632310150967e-01
7.850276697618250e+01,-7.547733884314030e-01,3.268455932901761e-01,3.814543452498517e-01,-3.636295995921264e-01
7.850674719006452e+01,-7.534741952345200e-01,3.259802491960503e-01,3.799997239226111e-01,-3.672976019219318e-01
7.851071534043953e+01,-7.521823679495453e-01,3.251177529150999e-01,3.785349664888755e-01,-3.709604021028207e-01
7.851467146387046e+01,-7.508978622398961e-01,3.242582837051728e-01,3.770601683617618e-01,-3.746179859439367e-01
7.851861559680938e+01,-7.496206332998212e-01,3.234020200443498e-01,3.755754244632462e-01,-3.782703389435721e-01
7.852255509814175e+01,-7.483482739905036e-01,3.225475522342716e-01,3.740780325952437e-01,-3.819242433793473e-01
7.852647542623465e+01,-7.470854469416484e-01,3.216982193931792e-01,3.725736273847122e-01,-3.855661631640759e-01
7.853038387232655e+01,-7.458297596864454e-01,3.208526232227640e-01,3.710595578831383e-01,-3.892028065389181e-01
7.853428772871905e+01,-7.445788435578300e-01,3.200093729996777e-01,3.695330665409207e-01,-3.928409252555043e-01
7.853817975303410e+01,-7.433349928300264e-01,3.191702200476995e-01,3.679970524662063e-01,-3.964737360417065e-01
7.854205998113318e+01,-7.420981599282164e-01,3.183353390419036e-01,3.664516080344559e-01,-4.001012220320329e-01
7.854592844876906e+01,-7.408682968761666e-01,3.175049038209101e-01,3.648968251522136e-01,-4.037233659234415e-01
7.854979237365237e+01,-7.396430809016288e-01,3.166775516161693e-01,3.633298696924877e-01,-4.073468904038162e-01
7.855364458748539e+01,-7.384247563400538e-01,3.158550038879088e-01,3.617537152252265e-01,-4.109650371840695e-01
7.855748512576281e+01,-7.372132738897792e-01,3.150374329426230e-01,3.601684525960057e-01,-4.145777874116734e-01
7.856131402387169e+01,-7.360085838835407e-01,3.142250102144777e-01,3.585741721946680e-01,-4.181851217254411e-01
7.856513842569460e+01,-7.348084083402512e-01,3.134164060460108e-01,3.569679656187453e-01,-4.217937328501750e-01
7.856895123625645e+01,-7.336149429915726e-01,3.126133065790320e-01,3.553528786838700e-01,-4.253968877516745e-01
7.857275249068884e+01,-7.324281369394766e-01,3.118158816020560e-01,3.537290007557948e-01,-4.289945652953183e-01
7.857654222401689e+01,-7.312479389554923e-01,3.110242999924376e-01,3.520964207583381e-01,-4.325867437687886e-01
7.858032047115955e+01,-7.300742974903334e-01,3.102387297063748e-01,3.504552271771529e-01,-4.361734008665075e-01
7.858408726692996e+01,-7.289071606834585e-01,3.094593377687623e-01,3.488055080635162e-01,-4.397545136743041e-01
7.858784264603570e+01,-7.277464763725676e-01,3.086862902628924e-01,3.471473510381386e-01,-4.433300586543160e-01
7.859159361518904e+01,-7.265900452576582e-01,3.079183288765451e-01,3.454777274358280e-01,-4.469066645125213e-01
